,week,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,precipitation,max_temperature,min_temperature,8012,8022
2013-07-01,27,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.2,17.3,13.1,2969.0,2516.0
2013-07-02,27,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.5,16.2,13.0,3387.0,2869.0
2013-07-03,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,20.7,13.1,3361.0,3037.0
2013-07-04,27,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,21.8,13.1,3386.0,2996.0
2013-07-05,27,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,26.0,12.9,2909.0,2893.0
2013-07-06,27,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,26.7,12.9,783.0,1085.0
2013-07-07,27,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,26.3,14.0,308.0,366.0
2013-07-08,28,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,20.6,14.4,1376.0,1171.0
2013-07-09,28,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,18.7,14.4,431.0,473.0
2013-07-10,28,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,22.3,14.0,3397.0,2949.0
2013-07-11,28,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,19.7,13.0,2768.0,2437.0
2013-07-12,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,23.9,11.3,3172.0,2763.0
2013-07-13,28,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,24.8,13.2,700.0,989.0
2013-07-14,28,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,26.3,14.7,428.0,531.0
2013-07-15,29,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,24.8,15.5,2997.0,2668.0
2013-07-16,29,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,23.2,13.2,2936.0,2694.0
2013-07-17,29,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,25.0,11.4,2921.0,2623.0
2013-07-18,29,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,26.5,12.4,2903.0,2523.0
2013-07-19,29,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,22.6,15.2,2655.0,2484.0
2013-07-20,29,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2,26.9,14.5,790.0,965.0
2013-07-21,29,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8.3,26.3,16.1,502.0,759.0
2013-07-22,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.4,22.9,14.4,2838.0,2708.0
2013-07-23,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.4,15.8,7.2,2773.0,2561.0
2013-07-24,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.8,8.5,5.2,2645.0,2464.0
2013-07-25,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22.4,11.5,6.9,2693.0,2543.0
2013-07-26,30,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.8,13.7,8.0,2758.0,2529.0
2013-07-27,30,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.8,19.0,10.5,774.0,946.0
2013-07-28,30,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,22.5,8.3,274.0,410.0
2013-07-29,31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,21.4,9.5,2931.0,2678.0
2013-07-30,31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,24.1,8.3,2914.0,2755.0
2013-07-31,31,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,26.9,9.7,3140.0,2794.0
2013-08-01,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,27.9,10.7,3714.0,3551.0
2013-08-02,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,27.4,13.2,3608.0,3070.0
2013-08-03,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,29.9,15.4,1133.0,1468.0
2013-08-04,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,28.3,14.7,495.0,497.0
2013-08-05,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,24.0,15.2,4019.0,3622.0
2013-08-06,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,25.5,13.4,3833.0,3778.0
2013-08-07,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,25.3,13.2,4249.0,3750.0
2013-08-08,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,28.5,15.6,5164.0,4595.0
2013-08-09,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,28.5,16.8,5562.0,4936.0
2013-08-10,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,27.9,15.8,2952.0,2681.0
2013-08-11,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,21.7,10.3,410.0,519.0
2013-08-12,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,25.8,8.4,4566.0,3552.0
2013-08-13,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,27.6,12.0,4471.0,3851.0
2013-08-14,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.6,22.4,8.6,4680.0,3977.0
2013-08-15,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.3,15.1,7.6,4633.0,3824.0
2013-08-16,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8,20.4,8.8,4355.0,4041.0
2013-08-17,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,17.4,10.9,1392.0,1880.0
2013-08-18,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,17.7,12.2,356.0,442.0
2013-08-19,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,21.8,12.4,4374.0,3798.0
2013-08-20,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,23.5,13.2,4579.0,3831.0
2013-08-21,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,26.3,11.9,4498.0,3658.0
2013-08-22,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,26.3,15.3,4453.0,3806.0
2013-08-23,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,30.5,16.4,4284.0,3773.0
2013-08-24,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,28.3,16.1,1270.0,1908.0
2013-08-25,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,30.1,15.3,380.0,442.0
2013-08-26,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,26.8,14.5,3691.0,3607.0
2013-08-27,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,19.4,11.3,4250.0,3607.0
2013-08-28,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,16.6,9.9,4339.0,3674.0
2013-08-29,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,23.9,10.0,4366.0,3743.0
2013-08-30,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,26.0,11.0,4493.0,3824.0
2013-08-31,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,28.1,12.9,1199.0,1774.0
2013-09-01,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,30.3,15.3,399.0,433.0
2013-09-02,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,30.5,15.1,3502.0,3127.0
2013-09-03,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,23.9,16.2,3691.0,3477.0
2013-09-04,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,17.0,13.1,3576.0,3332.0
2013-09-05,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,19.0,13.2,3597.0,3293.0
2013-09-06,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,24.3,13.7,3447.0,3162.0
2013-09-07,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,26.2,14.4,351.0,505.0
2013-09-08,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,27.8,13.1,369.0,321.0
2013-09-09,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,28.2,14.7,4394.0,3819.0
2013-09-10,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,29.3,15.1,4628.0,4124.0
2013-09-11,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,28.4,14.8,4590.0,4107.0
2013-09-12,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,29.8,14.9,4654.0,4053.0
2013-09-13,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,28.3,16.2,4538.0,4329.0
2013-09-14,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,30.5,16.3,1321.0,1882.0
2013-09-15,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,31.5,18.5,433.0,420.0
2013-09-16,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,28.4,19.1,4361.0,3693.0
2013-09-17,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.4,20.6,16.9,4506.0,3674.0
2013-09-18,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.7,19.3,13.2,4269.0,3745.0
2013-09-19,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.6,20.7,14.5,4289.0,3560.0
2013-09-20,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,31.1,15.7,4331.0,3632.0
2013-09-21,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,32.4,17.9,1304.0,1676.0
2013-09-22,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,24.0,17.5,388.0,464.0
2013-09-23,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32.8,25.1,15.5,4225.0,3607.0
2013-09-24,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.0,20.4,15.5,4398.0,3699.0
2013-09-25,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,16.0,10.3,4282.0,3731.0
2013-09-26,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6,18.0,10.5,4443.0,3759.0
2013-09-27,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,21.0,9.1,820.0,797.0
2013-09-28,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,27.7,12.3,112.0,742.0
2013-09-29,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.2,22.3,14.2,383.0,468.0
2013-09-30,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,19.9,15.4,458.0,718.0
2013-10-01,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.6,25.7,17.4,3503.0,2469.0
2013-10-02,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20.0,24.6,16.4,3534.0,2748.0
2013-10-03,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,20.7,17.2,3525.0,2750.0
2013-10-04,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27.0,22.7,17.5,937.0,3343.0
2013-10-05,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,20.4,14.7,75.0,821.0
2013-10-06,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,20.8,11.4,387.0,399.0
2013-10-07,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,17.7,12.7,4278.0,1190.0
2013-10-08,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,20.0,12.0,4454.0,3949.0
2013-10-09,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,24.9,11.7,4308.0,3866.0
2013-10-10,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,25.3,14.4,4196.0,3721.0
2013-10-11,41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,25.1,16.3,3715.0,3406.0
2013-10-12,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,24.5,13.6,509.0,637.0
2013-10-13,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,28.7,15.7,761.0,664.0
2013-10-14,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,30.8,19.9,4206.0,3212.0
2013-10-15,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.0,25.9,17.6,4091.0,3467.0
2013-10-16,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.5,19.4,17.1,4214.0,3275.0
2013-10-17,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34.0,22.9,16.2,4227.0,3607.0
2013-10-18,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,24.1,16.6,3659.0,2851.0
2013-10-19,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15.5,27.6,14.7,1231.0,1496.0
2013-10-20,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,30.5,15.5,504.0,510.0
2013-10-21,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,32.7,17.7,4273.0,3574.0
2013-10-22,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.8,28.7,17.7,4270.0,3542.0
2013-10-23,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,30.2,18.3,4251.0,3644.0
2013-10-24,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,32.3,21.3,4266.0,3596.0
2013-10-25,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,23.4,19.1,4192.0,3585.0
2013-10-26,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,31.7,18.6,1117.0,1289.0
2013-10-27,43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,28.4,17.3,384.0,457.0
2013-10-28,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,21.0,14.7,2197.0,1898.0
2013-10-29,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,18.7,13.3,4051.0,3449.0
2013-10-30,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,23.5,14.4,4347.0,3632.0
2013-10-31,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,21.7,15.4,4226.0,3512.0
2013-11-01,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,23.8,15.4,4145.0,3586.0
2013-11-02,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,30.4,16.7,660.0,788.0
2013-11-03,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,32.5,16.4,404.0,411.0
2013-11-04,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,25.5,17.2,4041.0,3150.0
2013-11-05,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31.8,17.8,13.7,4408.0,3575.0
2013-11-06,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,16.4,13.8,4398.0,3612.0
2013-11-07,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18.0,21.0,14.0,4214.0,3505.0
2013-11-08,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,25.7,15.4,4498.0,4037.0
2013-11-09,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,29.1,16.9,1338.0,1570.0
2013-11-10,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,32.3,17.5,581.0,544.0
2013-11-11,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,34.6,19.6,4387.0,3676.0
2013-11-12,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,29.9,24.0,4012.0,3758.0
2013-11-13,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,25.7,17.6,4609.0,3651.0
2013-11-14,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,26.8,14.7,4372.0,3668.0
2013-11-15,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,32.0,15.3,492.0,576.0
2013-11-16,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,30.6,22.0,480.0,542.0
2013-11-17,46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,22.7,16.3,316.0,353.0
2013-11-18,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.6,26.3,17.3,4211.0,3483.0
2013-11-19,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,30.3,17.7,4279.0,3591.0
2013-11-20,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.8,32.8,19.7,578.0,599.0
2013-11-21,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.4,32.3,20.7,4381.0,3795.0
2013-11-22,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6,24.3,18.3,4211.0,3684.0
2013-11-23,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.2,22.1,18.1,1018.0,1428.0
2013-11-24,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7.0,23.3,17.5,1167.0,1218.0
2013-11-25,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19.6,20.7,17.7,4192.0,3605.0
2013-11-26,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.0,22.4,17.7,4219.0,3560.0
2013-11-27,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.4,28.4,18.2,4259.0,3621.0
2013-11-28,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,31.9,18.9,4257.0,3430.0
2013-11-29,48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,32.3,20.5,4411.0,3671.0
2013-11-30,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,25.1,19.8,1218.0,1433.0
2013-12-01,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,24.7,19.9,460.0,445.0
2013-12-02,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,30.8,20.0,3883.0,3415.0
2013-12-03,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2,31.8,22.0,4185.0,3545.0
2013-12-04,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,33.8,20.2,4139.0,3522.0
2013-12-05,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,33.6,17.9,4184.0,3650.0
2013-12-06,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.6,25.9,18.1,3689.0,3281.0
2013-12-07,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,30.5,19.3,1079.0,1247.0
2013-12-08,49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,29.9,20.1,462.0,486.0
2013-12-09,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,32.9,20.2,3864.0,3276.0
2013-12-10,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.8,26.7,21.5,3930.0,3176.0
2013-12-11,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.4,24.2,18.4,5344.0,4330.0
2013-12-12,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,23.1,17.3,5629.0,4489.0
2013-12-13,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,25.2,17.2,5345.0,4189.0
2013-12-14,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,29.4,17.9,974.0,1130.0
2013-12-15,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,30.7,18.3,414.0,393.0
2013-12-16,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,26.5,18.0,3334.0,2673.0
2013-12-17,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,26.3,16.7,3475.0,2749.0
2013-12-18,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,27.7,18.0,3226.0,2651.0
2013-12-19,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,26.4,18.4,3204.0,2593.0
2013-12-20,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,26.6,18.5,2897.0,2324.0
2013-12-21,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,25.6,18.4,670.0,545.0
2013-12-22,51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,28.3,18.0,321.0,277.0
2013-12-23,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,26.7,18.9,1335.0,861.0
2013-12-24,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,28.1,19.4,382.0,394.0
2013-12-25,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,30.1,20.5,209.0,246.0
2013-12-26,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42.2,33.5,20.1,1234.0,926.0
2013-12-27,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,34.4,20.7,1279.0,934.0
2013-12-28,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,31.5,22.2,430.0,372.0
2013-12-29,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7.9,30.8,21.0,238.0,295.0
2013-12-30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,29.9,22.1,787.0,755.0
2013-12-31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,30.2,23.0,343.0,375.0
2014-01-01,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,32.3,23.2,240.0,271.0
2014-01-02,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,31.9,21.5,1552.0,1151.0
2014-01-03,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,35.5,24.2,1763.0,1222.0
2014-01-04,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,30.7,21.1,545.0,549.0
2014-01-05,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.6,29.5,20.1,611.0,501.0
2014-01-06,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.4,31.1,19.5,2908.0,2456.0
2014-01-07,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,32.9,19.7,3081.0,2531.0
2014-01-08,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,32.8,21.0,2817.0,2246.0
2014-01-09,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,32.6,17.1,2836.0,2463.0
2014-01-10,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28.5,33.2,17.1,2978.0,2461.0
2014-01-11,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,32.9,20.9,740.0,778.0
2014-01-12,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.2,31.3,17.3,343.0,384.0
2014-01-13,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.6,30.5,16.5,3051.0,2626.0
2014-01-14,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.8,31.7,16.4,2975.0,2560.0
2014-01-15,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.3,31.7,18.2,2943.0,2522.0
2014-01-16,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.8,27.9,17.1,2977.0,2421.0
2014-01-17,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.2,28.5,17.2,2819.0,2429.0
2014-01-18,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,29.0,28.9,18.5,722.0,810.0
